from,to,letters saved,percentage of word saved,word precedence
mindl,mindless,3,0.375,18687
minimu,minimum,1,0.14285714285714285,1653
minima,minimal,1,0.14285714285714285,5478
minimizi,minimizing,2,0.2,18011
minimi,minimiz,1,0.14285714285714285,
ministeri,ministerial,2,0.18181818181818182,14690
ministe,minister,1,0.125,1869
ministri,ministries,2,0.2,8366
minis,minist,1,0.16666666666666666,
minin,mining,1,0.16666666666666666,4160
minia,miniature,4,0.4444444444444444,8409
minnes,minnesota,3,0.3333333333333333,2286
minnea,minneapolis,5,0.45454545454545453,5374
minni,minnie,1,0.16666666666666666,19823
minoriti,minorities,2,0.2,11198
minori,minorit,1,0.14285714285714285,
minol,minolta,2,0.2857142857142857,7895
minera,mineral,1,0.14285714285714285,5810
middles,middlesex,2,0.2222222222222222,12220
middlew,middleware,3,0.3,15630
middletow,middletown,1,0.1,17146
middlet,middleto,1,0.125,
middl,middle,1,0.16666666666666666,1140
middo,middot,1,0.16666666666666666,12760
midn,midnight,4,0.5,5520
midwe,midwest,2,0.2857142857142857,7580
midwa,midway,1,0.16666666666666666,12158
midl,midland,3,0.42857142857142855,12427
mids,midst,1,0.2,12855
midt,midtown,3,0.42857142857142855,15901
midg,midget,2,0.3333333333333333,18291
missionari,missionaries,2,0.16666666666666666,19991
missiona,missionar,1,0.1111111111111111,
missio,mission,1,0.14285714285714285,1564
missin,missing,1,0.14285714285714285,2245
mississi,mississippi,3,0.2727272727272727,3112
mississa,mississauga,3,0.2727272727272727,17968
missis,mississ,1,0.14285714285714285,
missil,missile,1,0.14285714285714285,9639
misso,missouri,3,0.375,2610
misce,miscellaneous,8,0.6153846153846154,2445
misco,misconduct,5,0.5,15296
mista,mistake,2,0.2857142857142857,5804
mistr,mistress,3,0.375,7691
miste,mister,1,0.16666666666666666,16628
misl,misleading,6,0.6,12255
misp,misplace,4,0.5,13204
misu,misuse,2,0.3333333333333333,14037
misera,miserable,3,0.3333333333333333,17101
mise,miser,1,0.2,
mik,mike,1,0.25,1704
mixt,mixture,3,0.42857142857142855,6696
mixi,mixing,2,0.3333333333333333,7418
miam,miami,1,0.2,2655
mirr,mirror,2,0.3333333333333333,3497
mirac,miracle,2,0.2857142857142857,9105
miran,miranda,2,0.2857142857142857,15274
mirag,mirage,1,0.16666666666666666,15382
miri,miriam,2,0.3333333333333333,18793
mitche,mitchell,2,0.25,5341
mitc,mitch,1,0.2,15493
mits,mitsubishi,6,0.6,5940
mitigati,mitigation,2,0.2,11105
miti,mitigat,3,0.42857142857142855,
mito,mitochondrial,9,0.6923076923076923,16191
mip,mips,1,0.25,15631
miq,miquelon,5,0.625,16705
mif,mifflin,4,0.5714285714285714,18020
msnb,msnbc,1,0.2,13800
msgi,msgid,1,0.2,7492
msgs,msgstr,2,0.3333333333333333,7521
msr,msrp,1,0.25,12798
mbp,mbps,1,0.25,10464
mrn,mrna,1,0.25,9752
mcdon,mcdonald,3,0.375,7369
mcdow,mcdowell,3,0.375,19027
mcd,mcdo,1,0.25,
mcgra,mcgraw,1,0.16666666666666666,11004
mcgre,mcgregor,3,0.375,19200
mcgi,mcgill,2,0.3333333333333333,17795
mcgu,mcguire,3,0.42857142857142855,19831
mcge,mcgee,1,0.2,19847
mccarth,mccarthy,1,0.125,12430
mccartn,mccartney,2,0.2222222222222222,14382
mccar,mccart,1,0.16666666666666666,
mccai,mccain,1,0.16666666666666666,16458
mccor,mccormick,4,0.4444444444444444,18818
mcaf,mcafee,2,0.3333333333333333,13425
mcle,mclean,2,0.3333333333333333,14526
mcla,mclaren,3,0.42857142857142855,19582
mcke,mckenzie,4,0.5,16286
mcki,mckinney,4,0.5,19508
mcb,mcbride,4,0.5714285714285714,17212
mcm,mcmahon,4,0.5714285714285714,19195
mpe,mpeg,1,0.25,4645
mpl,mpls,1,0.25,16969
canadi,canadian,2,0.25,1455
canar,canary,1,0.16666666666666666,14919
cancella,cancellation,4,0.3333333333333333,7190
cancelle,cancelled,1,0.1111111111111111,9390
cancele,canceled,1,0.125,16469
cancu,cancun,1,0.16666666666666666,10184
canoni,canonical,3,0.3333333333333333,17608
canoei,canoeing,2,0.25,18917
canop,canopy,1,0.16666666666666666,12762
candida,candidate,2,0.2222222222222222,3484
candi,candid,1,0.16666666666666666,13667
candl,candle,1,0.16666666666666666,6084
cany,canyon,2,0.3333333333333333,5560
canv,canvas,2,0.3333333333333333,5817
cante,canterbury,5,0.5,11174
canto,canton,1,0.16666666666666666,11321
canno,cannon,1,0.16666666666666666,9598
canna,cannabis,3,0.375,13944
canb,canberra,4,0.5,9850
cani,canine,2,0.3333333333333333,15785
caree,career,1,0.16666666666666666,1124
carefull,carefully,1,0.1111111111111111,4214
caref,careful,2,0.2857142857142857,5468
carer,carers,1,0.16666666666666666,16164
careg,caregivers,5,0.5,16184
cardif,cardiff,1,0.14285714285714285,8545
cardiov,cardiovascular,7,0.5,9260
cardiol,cardiology,3,0.3,14831
cardia,cardiac,1,0.14285714285714285,9263
cardin,cardinal,2,0.25,10081
cardb,cardboard,4,0.4444444444444444,14772
cartoo,cartoon,1,0.14285714285714285,3737
cartr,cartridge,4,0.4444444444444444,4471
carti,cartier,2,0.2857142857142857,16243
carso,carson,1,0.16666666666666666,10067
caroli,carolin,1,0.14285714285714285,
caroly,carolyn,1,0.14285714285714285,10980
caro,carol,1,0.2,5696
carryi,carrying,2,0.25,4275
carria,carriage,2,0.25,10515
carrol,carroll,1,0.14285714285714285,8050
carre,carrera,2,0.2857142857142857,18537
carib,caribbean,4,0.4444444444444444,3531
carin,caring,1,0.16666666666666666,7824
caris,carisoprodol,7,0.5833333333333334,13806
carbona,carbonate,2,0.2222222222222222,19607
carboh,carbohydrate,6,0.5,15750
carpen,carpenter,3,0.3333333333333333,10239
carlt,carlton,2,0.2857142857142857,10077
carlso,carlson,1,0.14285714285714285,12485
carlsb,carlsbad,2,0.25,19826
carli,carlisle,3,0.375,12931
carle,carleton,3,0.375,18796
carg,cargo,1,0.2,6288
carni,carnival,3,0.375,8320
carne,carnegie,3,0.375,10843
carm,carme,1,0.2,
carav,caravan,2,0.2857142857142857,10395
carvi,carving,2,0.2857142857142857,15666
carc,carcinoma,5,0.5555555555555556,13164
cashi,cashier,2,0.2857142857142857,14384
cashm,cashmere,3,0.375,17181
casin,casino,1,0.16666666666666666,1076
castl,castle,1,0.16666666666666666,3904
casti,casting,2,0.2857142857142857,7256
castr,castro,1,0.16666666666666666,12508
casualti,casualties,2,0.2,15221
casu,casual,2,0.3333333333333333,4832
casset,cassette,2,0.25,5797
casser,casserole,3,0.3333333333333333,18916
cassi,cassidy,2,0.2857142857142857,19735
casc,cascade,3,0.42857142857142855,12073
casp,casper,2,0.3333333333333333,18355
calli,calling,2,0.2857142857142857,2649
calla,callaway,3,0.375,17344
callb,callback,3,0.375,17700
calif,california,5,0.5,657
calibr,calibration,5,0.45454545454545453,8610
calibe,caliber,1,0.14285714285714285,18747
calen,calendar,3,0.375,789
caled,caledonia,4,0.4444444444444444,10789
calculato,calculator,1,0.1,3602
calculatio,calculation,1,0.09090909090909091,6371
calculatin,calculating,1,0.09090909090909091,11601
calcula,calculat,1,0.125,
calculu,calculus,1,0.125,11696
calcut,calcutta,2,0.25,18875
calci,calcium,2,0.2857142857142857,6478
calg,calgary,3,0.42857142857142855,6462
calv,calvin,2,0.3333333333333333,9024
calo,calorie,3,0.42857142857142855,14783
cald,caldwell,4,0.5,14277
calh,calhoun,3,0.42857142857142855,17139
categorie,categories,1,0.1,441
categoriz,categorized,2,0.18181818181818182,15702
categ,categor,2,0.2857142857142857,
cateri,catering,2,0.25,4905
caterp,caterpillar,5,0.45454545454545453,17814
catalogu,catalogue,1,0.1111111111111111,3510
catalo,catalog,1,0.14285714285714285,1425
catalys,catalyst,1,0.125,8752
catalyt,catalytic,2,0.2222222222222222,15360
catala,catalan,1,0.14285714285714285,19300
catas,catastrophic,7,0.5833333333333334,18987
catho,catholic,3,0.375,3617
cather,catherine,3,0.3333333333333333,6360
cathed,cathedral,3,0.3333333333333333,9236
catchi,catching,2,0.25,11120
catchm,catchment,3,0.3333333333333333,19677
catc,catch,1,0.2,3634
catt,cattle,2,0.3333333333333333,6960
cati,cation,2,0.3333333333333333,18541
cameroo,cameroon,1,0.125,9227
camelt,cameltoe,2,0.25,11669
campuse,campuses,1,0.125,12857
campu,campus,1,0.16666666666666666,1721
campa,campaign,3,0.375,2170
campi,camping,2,0.2857142857142857,4017
campb,campbell,3,0.375,4772
campg,campground,5,0.5,15232
campe,camper,1,0.16666666666666666,16544
cambridges,cambridgeshire,4,0.2857142857142857,16512
cambr,cambridge,4,0.4444444444444444,3453
cambo,cambodia,3,0.375,6861
camc,camcorder,5,0.5555555555555556,4911
camd,camden,2,0.3333333333333333,11153
cami,camino,2,0.3333333333333333,17021
cama,camaro,2,0.3333333333333333,19704
cabli,cabling,2,0.2857142857142857,14824
cabine,cabinet,1,0.14285714285714285,4352
cabi,cabin,1,0.2,7269
cabb,cabbage,3,0.42857142857142855,16413
cabe,cabernet,4,0.5,17580
caba,cabaret,3,0.42857142857142855,19768
capitali,capitalis,1,0.1111111111111111,
capito,capitol,1,0.14285714285714285,7359
capi,capit,1,0.2,
capaciti,capacities,2,0.2,13644
capacito,capacitor,1,0.1111111111111111,18831
capac,capacit,2,0.2857142857142857,
capabiliti,capabilities,2,0.16666666666666666,3987
capabi,capabilit,3,0.3333333333333333,
capabl,capable,1,0.14285714285714285,4263
capturi,capturing,2,0.2222222222222222,13590
captu,captur,1,0.16666666666666666,
capta,captain,2,0.2857142857142857,4087
captio,caption,1,0.14285714285714285,10634
captiv,captive,1,0.14285714285714285,15957
capsu,capsule,2,0.2857142857142857,13023
capr,capri,1,0.2,10192
capp,capped,2,0.3333333333333333,18975
causi,causing,2,0.2857142857142857,5803
causa,causal,1,0.16666666666666666,17442
caug,caught,2,0.3333333333333333,4023
cautiou,cautious,1,0.125,18080
caut,cautio,2,0.3333333333333333,
cauca,caucasian,4,0.4444444444444444,17585
caucu,caucus,1,0.16666666666666666,18508
cachi,caching,2,0.2857142857142857,15516
cact,cactus,2,0.3333333333333333,15448
cak,cake,1,0.25,4241
cafet,cafeteria,4,0.4444444444444444,17916
caff,caffeine,4,0.5,14761
cadi,cadillac,4,0.5,8719
cade,cadet,1,0.2,19211
cavi,cavity,2,0.3333333333333333,13726
cavalr,cavalry,1,0.14285714285714285,17665
cavali,cavalier,2,0.25,18170
cava,caval,1,0.2,
cay,cayman,3,0.5,8265
cag,cage,1,0.25,8590
cairn,cairns,1,0.16666666666666666,13497
caic,caicos,2,0.3333333333333333,11262
cae,caesar,3,0.5,13672
caj,cajun,2,0.4,16301
contacte,contacted,1,0.1111111111111111,8522
contacti,contacting,2,0.2,8835
contac,contact,1,0.14285714285714285,68
containi,containing,2,0.2,2808
containm,containment,3,0.2727272727272727,16249
contai,contain,1,0.14285714285714285,2699
contaminati,contamination,2,0.15384615384615385,9480
contaminate,contaminated,1,0.08333333333333333,10898
contaminan,contaminants,2,0.16666666666666666,15490
contam,contamina,3,0.3333333333333333,
controlli,controlling,2,0.18181818181818182,6966
controversi,controversial,2,0.15384615384615385,9519
controv,controvers,3,0.3,
contracto,contractor,1,0.1,3463
contractin,contracting,1,0.09090909090909091,6951
contractio,contraction,1,0.09090909090909091,19417
contracte,contracted,1,0.1,12608
contractu,contractual,2,0.18181818181818182,13133
contrace,contraception,5,0.38461538461538464,18763
contras,contrast,1,0.125,3989
contrar,contrary,1,0.125,6810
contrad,contradiction,6,0.46153846153846156,17943
contributio,contribution,1,0.08333333333333333,3625
contributin,contributing,1,0.08333333333333333,7127
contributo,contributor,1,0.09090909090909091,9027
contribu,contribut,1,0.1111111111111111,
contri,contrib,1,0.14285714285714285,16354
contenti,contention,2,0.2,17031
conten,content,1,0.14285714285714285,394
contextu,contextual,2,0.2,19692
contex,context,1,0.14285714285714285,2001
contempo,contemporary,4,0.3333333333333333,2870
contem,contemp,1,0.14285714285714285,
conteste,contested,1,0.1111111111111111,19970
contes,contest,1,0.14285714285714285,3574
continuin,continuing,1,0.1,3034
continuit,continuity,1,0.1,8861
continuousl,continuously,1,0.08333333333333333,9348
continuo,continuous,2,0.2,3449
continuall,continually,1,0.09090909090909091,9705
continuat,continuation,3,0.25,10842
continuu,continuum,1,0.1111111111111111,13785
continenta,continental,1,0.09090909090909091,5123
contine,continent,2,0.2222222222222222,9951
contingenc,contingency,1,0.09090909090909091,14433
conting,contingen,2,0.2222222222222222,
contig,contiguous,4,0.4,14680
conto,contour,2,0.2857142857142857,13066
conditioni,conditioning,2,0.16666666666666666,5250
conditiona,conditional,1,0.09090909090909091,9932
condi,condition,4,0.4444444444444444,1066
conducte,conducted,1,0.1111111111111111,3106
conductin,conducting,1,0.1,7337
conductiv,conductivity,3,0.25,17707
conducto,conductor,1,0.1111111111111111,11623
conduc,conduct,1,0.14285714285714285,2644
condui,conduit,1,0.14285714285714285,18423
condosa,condosaver,3,0.3,14486
condomi,condominium,4,0.36363636363636365,15313
conden,condensed,3,0.3333333333333333,11860
condem,condemned,3,0.3333333333333333,15038
conferenci,conferencing,2,0.16666666666666666,8009
confere,conferenc,2,0.2222222222222222,
conferr,conferred,2,0.2222222222222222,19846
confessi,confession,2,0.2,16793
confes,confess,1,0.14285714285714285,18386
confed,confederate,5,0.45454545454545453,17709
configurat,configuration,3,0.23076923076923078,2150
configurab,configurable,2,0.16666666666666666,17329
configuri,configuring,2,0.18181818181818182,9275
configu,configur,1,0.125,
confidenc,confidence,1,0.1,3354
confidentiali,confidentiality,2,0.13333333333333333,9501
confidenti,confidential,2,0.16666666666666666,5767
confid,confiden,2,0.25,
confirme,confirmed,1,0.1111111111111111,4492
confirma,confirmation,4,0.3333333333333333,5353
confirmi,confirming,2,0.2,16698
confir,confirm,1,0.14285714285714285,3357
confinem,confinement,3,0.2727272727272727,19966
confin,confine,1,0.14285714285714285,
conflicti,conflicting,2,0.18181818181818182,15257
confl,conflict,3,0.375,3105
confuse,confused,1,0.125,6877
confusio,confusion,1,0.1111111111111111,7452
confusin,confusing,1,0.1111111111111111,10948
confu,confus,1,0.16666666666666666,
conformit,conformity,1,0.1,14658
conformin,conforming,1,0.1,17441
conforma,conformance,3,0.2727272727272727,15120
confo,conform,2,0.2857142857142857,11294
conft,conftest,3,0.375,16517
confronte,confronted,1,0.1,17610
confronta,confrontation,4,0.3076923076923077,18822
confr,confront,3,0.375,17249
constructio,construction,1,0.08333333333333333,903
constructiv,constructive,1,0.08333333333333333,12702
constructin,constructing,1,0.08333333333333333,13983
constructe,constructed,1,0.09090909090909091,5539
constructo,constructor,1,0.09090909090909091,10457
construc,construct,1,0.1111111111111111,7003
construe,construed,1,0.1111111111111111,12776
constraine,constrained,1,0.09090909090909091,14731
constra,constrain,2,0.2222222222222222,
constitutiona,constitutional,1,0.07142857142857142,5869
constituti,constitution,2,0.16666666666666666,3630
constituenc,constituency,1,0.08333333333333333,16033
constitue,constituen,1,0.1,
consti,constitu,2,0.25,
constantl,constantly,1,0.1,5978
consta,constant,2,0.25,3324
consump,consumption,4,0.36363636363636365,3884
consumi,consuming,2,0.2222222222222222,10037
consuma,consumables,4,0.36363636363636365,12897
consulti,consulting,2,0.2,2585
consultat,consultation,3,0.25,3639
consultanc,consultancy,1,0.09090909090909091,8306
consulte,consulted,1,0.1111111111111111,13594
consula,consulate,2,0.2222222222222222,18891
considere,considered,1,0.1,1431
considerat,consideration,3,0.23076923076923078,3499
considerab,considerabl,1,0.09090909090909091,
consideri,considering,2,0.18181818181818182,4031
consid,consider,2,0.25,1527
consistentl,consistently,1,0.08333333333333333,7779
consistenc,consistency,1,0.09090909090909091,8645
consisti,consisting,2,0.2,7932
consis,consist,1,0.14285714285714285,8122
conservatio,conservation,1,0.08333333333333333,2976
conservativ,conservative,1,0.08333333333333333,4599
conservato,conservatory,2,0.16666666666666666,18137
conserva,conservat,1,0.1111111111111111,
conser,conserv,1,0.14285714285714285,19096
consens,consensus,2,0.2222222222222222,7274
consequenc,consequence,1,0.09090909090909091,8418
consequentl,consequently,1,0.08333333333333333,8110
consequenti,consequential,2,0.15384615384615385,16021
conseq,consequen,3,0.3333333333333333,
consec,consecutive,5,0.45454545454545453,8331
consolidati,consolidation,2,0.15384615384615385,3771
consoli,consolidat,3,0.3,
consor,consortium,4,0.4,7611
consciousn,consciousness,3,0.23076923076923078,7685
conscio,conscious,2,0.2222222222222222,8871
conscie,conscience,3,0.3,12396
consc,consci,1,0.16666666666666666,
consp,conspiracy,5,0.5,8482
connectio,connection,1,0.1,1326
connectic,connecticut,2,0.18181818181818182,3118
connectiv,connectivity,3,0.25,6122
connectin,connecting,1,0.1,6171
connecte,connected,1,0.1111111111111111,2791
connecto,connector,1,0.1111111111111111,5922
conne,connect,2,0.2857142857142857,1818
conni,connie,1,0.16666666666666666,14265
conno,connor,1,0.16666666666666666,18486
congressi,congressional,4,0.3076923076923077,6784
congressm,congressman,2,0.18181818181818182,14883
congres,congress,1,0.125,2061
congreg,congregation,5,0.4166666666666667,12249
congratu,congratulations,7,0.4666666666666667,8287
congra,congrat,1,0.14285714285714285,
conges,congestion,4,0.4,11727
congen,congenital,4,0.4,17953
conceptu,conceptual,2,0.2,9937
concepti,conception,2,0.2,12210
concep,concept,1,0.14285714285714285,2510
concerne,concerned,1,0.1111111111111111,3024
concerni,concerning,2,0.2,3180
concentratio,concentration,1,0.07692307692307693,4320
concentratin,concentrating,1,0.07692307692307693,19338
concen,concentrat,4,0.4,
concei,conceived,3,0.3333333333333333,14324
concea,concealed,3,0.3333333333333333,16454
conces,concession,4,0.4,16568
concr,concrete,3,0.375,3833
conclus,conclusion,3,0.3,4036
concludi,concluding,2,0.2,17157
concl,conclu,1,0.16666666666666666,
concordi,concordia,1,0.1111111111111111,17772
concorda,concordance,3,0.2727272727272727,19959
conco,concord,2,0.2857142857142857,9452
concu,concurrent,5,0.5,10632
concis,concise,1,0.14285714285714285,12781
concie,concierge,3,0.3333333333333333,17894
conventiona,conventional,1,0.08333333333333333,5272
convent,convention,3,0.3,2828
convenientl,conveniently,1,0.08333333333333333,12749
convenienc,convenience,1,0.09090909090909091,5345
conveni,convenien,2,0.2222222222222222,
conversi,conversion,2,0.2,2933
conversa,conversation,4,0.3333333333333333,4931
conversel,conversely,1,0.1,18953
convertib,convertible,2,0.18181818181818182,9359
convertin,converting,1,0.1,10083
converg,convergence,4,0.36363636363636365,9284
convec,convection,4,0.4,18261
convinci,convincing,2,0.2,14223
convin,convinc,1,0.14285714285714285,
convicti,conviction,2,0.2,9119
convicte,convicted,1,0.1111111111111111,9893
convic,convict,1,0.14285714285714285,
conj,conjunction,7,0.6363636363636364,6888
conr,conrad,2,0.3333333333333333,12545
conw,conway,2,0.3333333333333333,12877
conques,conquest,1,0.125,15004
conq,conque,2,0.3333333333333333,
cona,conan,1,0.2,19068
copyrighte,copyrighted,1,0.09090909090909091,7453
copyr,copyright,4,0.4444444444444444,146
copyi,copying,2,0.2857142857142857,7277
copin,coping,1,0.16666666666666666,13605
copperm,coppermine,3,0.3,17663
copp,copper,2,0.3333333333333333,4677
copen,copenhagen,5,0.5,10299
companie,companies,1,0.1111111111111111,666
companio,companion,1,0.1111111111111111,6837
comparis,comparison,2,0.2,2254
comparin,comparing,1,0.1111111111111111,7393
comparat,comparative,3,0.2727272727272727,6095
comparab,comparable,2,0.2,7448
compart,compartment,4,0.36363636363636365,13175
compatibl,compatible,1,0.1,2573
compatibi,compatibility,4,0.3076923076923077,5570
compat,compatib,2,0.25,
compactf,compactflash,4,0.3333333333333333,15605
compac,compact,1,0.14285714285714285,3047
compassiona,compassionate,2,0.15384615384615385,18986
compassi,compassion,2,0.2,12536
compas,compass,1,0.14285714285714285,10646
computerw,computerworld,4,0.3076923076923077,12193
computeri,computerized,3,0.25,15517
computi,computing,2,0.2222222222222222,2219
computationa,computational,1,0.07692307692307693,8468
computa,computation,4,0.36363636363636365,9258
compul,compulsory,4,0.4,11525
completel,completely,1,0.1,2338
completen,completeness,3,0.25,13585
completio,completion,1,0.1,3840
completin,completing,1,0.1,7441
complexi,complexity,2,0.2,5976
complexe,complexes,1,0.1111111111111111,13253
complementa,complementary,2,0.15384615384615385,10070
complem,complement,3,0.3,8584
complianc,compliance,1,0.1,2164
complia,complian,1,0.125,
complicate,complicated,1,0.09090909090909091,7036
complicati,complications,3,0.23076923076923078,7815
complic,complicat,2,0.2222222222222222,
complimenta,complimentary,2,0.15384615384615385,9439
complim,compliment,3,0.3,17020
complaina,complainant,2,0.18181818181818182,13311
complaine,complained,1,0.1,14705
complaini,complaining,2,0.18181818181818182,15020
compla,complain,2,0.25,10640
complyi,complying,2,0.2222222222222222,18634
compon,component,3,0.3333333333333333,2039
compositi,composition,2,0.18181818181818182,4364
composi,composit,1,0.125,
compou,compound,2,0.25,6469
competitio,competition,1,0.09090909090909091,2077
competitiven,competitiveness,3,0.2,13430
competitiv,competitive,1,0.09090909090909091,3040
competito,competitor,1,0.1,12861
competin,competing,1,0.1111111111111111,8345
competenci,competencies,2,0.16666666666666666,14243
compensati,compensation,2,0.16666666666666666,3098
compen,compensat,3,0.3333333333333333,
compelli,compelling,2,0.2,10179
compelle,compelled,1,0.1111111111111111,17404
compel,compell,1,0.14285714285714285,
comprehensiv,comprehensive,1,0.07692307692307693,2153
comprehensio,comprehension,1,0.07692307692307693,14181
compreh,comprehensi,4,0.36363636363636365,
compressi,compression,2,0.18181818181818182,5863
compresse,compressed,1,0.1,6693
compresso,compressor,1,0.1,13155
compres,compress,1,0.125,19528
compro,compromise,4,0.4,9483
comprisi,comprising,2,0.2,10850
compri,compris,1,0.14285714285714285,
compila,compilation,4,0.36363636363636365,5446
compili,compiling,2,0.2222222222222222,11333
compi,compil,1,0.16666666666666666,
comptr,comptroller,5,0.45454545454545453,18006
compto,compton,1,0.14285714285714285,19153
commentsb,commentsblog,3,0.25,19486
commentari,commentaries,2,0.16666666666666666,15838
commenta,commentar,1,0.1111111111111111,
commente,commented,1,0.1111111111111111,8809
commenti,commenting,2,0.2,13536
commencem,commencement,3,0.25,11292
commenci,commencing,2,0.2,17306
commerciall,commercially,1,0.08333333333333333,13579
commerci,commercial,2,0.2,884
commer,commerc,1,0.14285714285714285,
communiti,communities,2,0.18181818181818182,1899
communicatio,communication,1,0.07692307692307693,1256
communicatin,communicating,1,0.07692307692307693,11362
communicato,communicator,1,0.08333333333333333,16915
communic,communicat,2,0.2,
communio,communion,1,0.1111111111111111,14272
communa,communal,1,0.125,17412
commut,commute,1,0.14285714285714285,18958
committi,committing,2,0.2,16818
commitm,commitment,3,0.3,3317
commissioni,commissioning,2,0.15384615384615385,18296
commis,commission,4,0.4,1027
commonl,commonly,1,0.125,5522
commonw,commonwealth,5,0.4166666666666667,5650
commoditi,commodities,2,0.18181818181818182,9180
commodi,commodit,1,0.125,
commodo,commodore,2,0.2222222222222222,15818
commandm,commandments,4,0.3333333333333333,17247
commandi,commanding,2,0.2,18361
comman,command,1,0.14285714285714285,1361
comedi,comedies,2,0.25,19763
comeb,comeback,3,0.375,18369
comin,coming,1,0.16666666666666666,1147
combina,combination,4,0.36363636363636365,2809
combini,combining,2,0.2222222222222222,8239
combi,combin,1,0.16666666666666666,
comba,combat,1,0.16666666666666666,4574
combu,combustion,5,0.5,12031
comforta,comfortabl,2,0.2,
comforte,comforter,1,0.1111111111111111,17180
comf,comfort,3,0.42857142857142855,2834
comor,comoros,2,0.2857142857142857,11689
comc,comcast,3,0.42857142857142855,16775
coms,comstock,4,0.5,17167
coul,could,1,0.2,207
countrys,countryside,3,0.2727272727272727,10029
countryw,countrywide,3,0.2727272727272727,19470
countri,countries,2,0.2222222222222222,970
counterp,counterpart,3,0.2727272727272727,18089
countie,counties,1,0.125,3792
countin,counting,1,0.125,7226
countl,countless,3,0.3333333333333333,13357
countd,countdown,3,0.3333333333333333,13699
councill,councillor,2,0.2,12480
counc,council,2,0.2857142857142857,697
counseli,counseling,2,0.2,4667
counselo,counselor,1,0.1111111111111111,10473
counsell,counselling,3,0.2727272727272727,11313
couns,counsel,2,0.2857142857142857,4626
coursew,coursework,3,0.3,14930
cours,course,1,0.16666666666666666,427
courte,courtesy,2,0.25,5764
courty,courtyard,3,0.3333333333333333,10101
courtn,courtney,2,0.25,13443
courth,courthouse,4,0.4,15939
courtr,courtroom,3,0.3333333333333333,19341
couri,courier,2,0.2857142857142857,7047
coura,courage,2,0.2857142857142857,8594
coupli,coupling,2,0.25,11154
coupo,coupon,1,0.16666666666666666,5832
couc,couch,1,0.2,10650
cous,cousin,2,0.3333333333333333,11132
coug,cough,1,0.2,12682
cout,couture,3,0.42857142857142855,16639
codi,coding,2,0.3333333333333333,5718
collegi,collegiate,3,0.3,12774
collectio,collection,1,0.1,743
collectib,collectible,2,0.18181818181818182,9707
collectivel,collectively,1,0.08333333333333333,13256
collectiv,collective,1,0.1,5312
collectin,collecting,1,0.1,6582
collecte,collected,1,0.1111111111111111,3575
collecta,collectable,3,0.2727272727272727,19663
collecto,collector,1,0.1111111111111111,5325
collec,collect,1,0.14285714285714285,4362
collea,colleague,3,0.3333333333333333,9665
collee,colleen,1,0.14285714285714285,18451
collaboratio,collaboration,1,0.07692307692307693,4056
collaborativ,collaborative,1,0.07692307692307693,6135
collab,collaborat,4,0.4,
collap,collapse,2,0.25,7051
collat,collateral,4,0.4,11877
collag,collage,1,0.14285714285714285,16441
collin,collins,1,0.14285714285714285,5193
collis,collision,3,0.3333333333333333,11051
collie,collier,1,0.14285714285714285,19239
colora,colorado,2,0.25,1806
colore,colored,1,0.14285714285714285,6086
colorf,colorful,2,0.25,10206
colori,coloring,2,0.25,12549
coloure,coloured,1,0.125,11815
colou,colour,1,0.16666666666666666,2741
colom,colombia,3,0.375,5733
colonia,colonial,1,0.125,7505
colonie,colonies,1,0.125,14275
colone,colonel,1,0.14285714285714285,11387
colog,cologne,2,0.2857142857142857,9971
columbi,columbia,1,0.125,1773
columbu,columbus,1,0.125,4198
columni,columnist,2,0.2222222222222222,13057
colu,colum,1,0.2,
coldf,coldfusion,5,0.5,12326
coldp,coldplay,3,0.375,14630
colem,coleman,2,0.2857142857142857,8605
colc,colchester,6,0.6,17876
costu,costume,2,0.2857142857142857,5848
costl,costly,1,0.16666666666666666,10002
costi,costing,2,0.2857142857142857,15236
coste,costello,3,0.375,17032
cosme,cosmetic,3,0.375,5892
cosmi,cosmic,1,0.16666666666666666,11269
cosmop,cosmopolitan,6,0.5,19810
cosp,cosponsors,6,0.6,10071
covera,coverage,2,0.25,1881
covere,covered,1,0.14285714285714285,2145
coveri,covering,2,0.25,4453
covena,covenant,2,0.25,10371
covent,coventry,2,0.25,12269
covi,covington,5,0.5555555555555556,18680
corporati,corporation,2,0.18181818181818182,1087
corpo,corporat,3,0.375,
corpu,corpus,1,0.16666666666666666,9887
correctiona,correctional,1,0.08333333333333333,15722
correctio,correction,1,0.1,5071
correctiv,corrective,1,0.1,13547
correctin,correcting,1,0.1,18228
correctl,correctly,1,0.1111111111111111,4995
correcte,corrected,1,0.1111111111111111,8788
correctn,correctness,3,0.2727272727272727,17843
correc,correct,1,0.14285714285714285,1846
correspondi,corresponding,2,0.15384615384615385,4117
correspondenc,correspondence,1,0.07142857142857142,6225
corresponde,corresponden,1,0.08333333333333333,
corres,correspond,4,0.4,11918
correlati,correlation,2,0.18181818181818182,7357
correlate,correlated,1,0.1,13567
correl,correlat,2,0.25,
corrupti,corruption,2,0.2,6903
corrupte,corrupted,1,0.1111111111111111,17867
corru,corrupt,2,0.2857142857142857,11968
corri,corridor,3,0.375,10666
corro,corrosion,4,0.4444444444444444,12391
cornerst,cornerstone,3,0.2727272727272727,15072
cornel,cornell,1,0.14285714285714285,8332
